pct_mouse_click	screen_height	page_activity_duration	product_ean	pct_click_product_info	pct_scroll_move_duration	screen_width	pct_wild_mouse	ack	pct_scroll_move	pct_doubleclick	pct_click	user_id	wild_mouse_duration	browser_name	session_id	pct_rage_click	scroll_move_total_rel_distance	mouse_move_total_rel_distance	pct_scrandom	pct_input	pct_mouse_move	session_start	session_duration	total_load_time
10.29937	1024	7.91785	5181281726119	60.81781	7.47229	1280	56.54614	1.00000	29.93371	6.90859	9.59356	746	8.42449	chrome	1357220	42.79149	8.36429	5.77308	41.34946	0.10141	9.51476	2022-02-08 07:39:29	117.35878	2.03202
9.08964	1080	9.73887	4613885069527	50.22173	9.66599	1280	23.60477	1.00000	51.27451	4.95317	8.12658	1970	8.47706	edge	7139	80.05556	7.47695	7.93545	29.66600	0.08840	7.77167	2023-08-08 03:36:35	46.76761	7.21404
10.24302	800	9.19899	0983615321008	35.62432	11.32543	1920	63.17658	1.00000	34.89775	5.13572	8.16712	2298	11.32500	mobile	496929	55.56055	8.11918	10.02031	53.48730	1.42775	7.15878	2021-12-30 05:28:55	214.37383	3.70153
4.81982	1080	7.82637	2159619050437	53.62611	8.50460	1280	44.78174	0.00000	68.37054	7.61790	6.02713	1937	8.77366	safari	845965	73.73078	6.72437	9.10307	34.94527	0.12977	6.47197	2023-04-28 02:47:37	137.05646	3.73444
10.98953	768	9.86175	7309925174036	32.94122	7.88365	1024	37.50919	1.00000	85.36782	7.66223	8.82908	911	7.35568	edge	384173	55.39649	8.51626	8.01600	23.99826	0.03861	7.91854	2019-06-28 19:46:18	208.31259	2.62735
8.89263	600	8.39784	4745938914468	79.35480	8.37403	1920	56.91636	1.00000	46.20990	5.73221	9.55645	2243	9.23472	safari	582914	47.38518	7.56905	8.42855	35.90242	0.19984	6.24787	2019-07-07 21:52:27	73.25548	3.10021
10.07780	1080	8.27134	0895093330352	44.94345	8.67096	1024	69.78896	1.00000	66.28362	6.09792	8.86965	1240	7.35861	edge	565188	44.47038	7.83907	9.26144	38.48511	0.05451	6.83385	2020-04-21 13:25:32	71.77269	3.18980
4.67592	800	9.48979	3321440605202	42.84897	8.32632	800	72.00332	0.00000	35.55679	9.23262	4.78749	889	8.94686	edge	352785	26.12868	6.01591	8.01467	54.38710	0.13260	8.20027	2020-02-07 01:25:56	213.28883	2.36691
3.02295	800	9.34512	0978837279169	52.75437	6.87974	1280	31.75169	0.00000	33.04984	6.82003	7.73974	20	9.23068	chrome	328379	41.91737	7.84633	8.26441	32.81732	0.18430	8.03114	2019-03-13 03:35:50	227.06923	0.81585
6.66633	600	6.34348	9991196197562	38.59165	12.01960	lower	60.24353	1.00000	41.09506	6.26512	5.08969	2122	11.89130	edge	770543	48.87607	7.64786	10.01506	27.24891	2.48992	7.98948	2020-05-08 11:10:30	93.70114	2.45578
6.37345	600	11.31260	7355243386873	31.06546	7.75271	lower	51.78396	1.00000	27.67977	5.31086	10.61107	2199	11.32746	edge	686782	59.24102	8.42971	10.17175	54.39185	1.42902	8.52517	2020-05-04 21:00:53	122.67604	4.02730
9.65414	768	8.77537	3880570793710	53.40571	10.77745	1024	47.20501	1.00000	38.47445	7.53910	5.60279	629	9.16158	edge	1403009	57.92338	7.18022	8.63925	40.76678	0.18376	7.22889	2020-09-19 00:55:44	73.46514	1.48306
9.65648	768	7.59282	7367191472737	73.83827	6.53514	1366	26.14527	1.00000	30.87057	7.14646	10.09424	1035	7.73118	firefox	397122	53.35737	7.85448	6.22324	51.75848	0.07006	7.44601	2020-10-10 08:09:34	131.62255	6.40752
3.68025	lower	7.81721	5139985849917	48.25788	9.61671	800	35.13983	0.00000	43.87125	7.42951	4.98894	649	10.08416	edge	1030001	49.95015	9.21008	10.02691	34.79382	0.43242	6.14500	2023-07-21 15:32:05	65.76319	3.38941
10.11807	768	10.71703	6681893366578	58.27893	9.13121	1366	75.23886	1.00000	41.38464	6.72942	8.30157	147	8.39628	mobile	553181	29.80568	7.31313	9.64070	36.89281	0.10503	8.01154	2020-05-06 18:45:36	115.19361	2.99940
6.58390	1080	10.95044	4582994642009	37.46432	5.21782	higher	59.98619	0.00000	50.99684	9.74343	8.47540	2226	9.47310	opera	138116	40.41642	7.14744	3.77326	45.77195	0.24901	6.75808	2021-09-05 01:34:51	66.42986	1.83602
8.81289	1024	8.78966	3660196035001	66.73554	8.72786	1366	42.94752	1.00000	30.78701	5.32727	9.36413	1620	9.14506	safari	1364092	55.99169	7.42084	8.63442	71.34205	0.18412	5.31854	2023-06-18 17:54:19	205.70630	8.58366
5.86050	600	9.79925	0674326251592	69.79745	4.62064	1024	39.90099	1.00000	44.66946	6.37947	11.07535	375	6.70925	edge	366712	61.03928	7.83803	7.89821	57.26730	0.02951	6.39414	2019-09-24 22:38:23	174.36401	1.46773
9.69523	600	9.79738	8762999712518	35.04069	6.91502	800	68.14319	1.00000	78.36341	7.45979	10.07501	1162	7.67800	mobile	663118	56.32829	7.77317	9.71096	43.14170	0.06035	9.06837	2018-11-16 19:00:54	90.05734	4.85056
9.12782	1024	8.40296	5408373939173	72.04471	9.81208	1280	43.82882	1.00000	30.01288	7.41750	6.52981	329	8.83120	chrome	186741	64.41078	6.47676	8.70310	33.14237	0.13498	9.40297	2023-07-26 10:26:52	92.54678	4.43113
7.27641	768	10.31457	0083938555590	40.58594	8.47308	1280	58.93262	0.00000	48.36708	9.71585	6.44854	351	10.39870	mobile	910991	46.97508	7.72904	9.61596	56.52752	0.58089	7.49039	2022-01-11 17:54:05	84.48276	5.25044
10.85444	600	11.09981	3843087824926	54.08302	13.15265	1366	69.56619	1.00000	43.16051	4.08535	5.82219	2046	8.74968	chrome	791196	46.24105	6.85489	10.24071	25.29521	0.11979	7.66752	2021-11-27 23:11:53	172.58191	3.14395
9.11592	768	8.88067	0585447307429	23.37495	10.50396	1024	47.29459	1.00000	34.16504	4.50673	9.02199	424	11.48190	edge	235260	80.15180	8.57225	9.25839	27.49067	1.66651	7.19800	2023-08-25 22:12:43	-8.87304	5.32356
6.13620	800	9.93078	5617490437312	28.10835	8.43654	1280	32.27223	0.00000	71.52879	10.17032	5.97940	955	10.67246	safari	282355	42.04099	7.81674	10.69422	34.50946	0.75790	6.64680	2018-10-03 14:56:00	163.51481	1.68442
8.63094	1080	8.52474	0956994049276	46.37776	9.50256	1920	64.20491	1.00000	49.28198	6.16450	7.02789	436	7.67263	firefox	303310	52.45706	6.65543	8.42047	52.81491	0.05226	7.24959	2021-05-11 01:09:52	116.90769	3.20761
10.38694	768	8.98518	7504400751478	70.11601	12.98014	1920	55.79205	1.00000	51.84712	6.57539	4.53026	536	9.83504	other	388336	50.43989	7.93828	10.22517	19.17812	0.32518	7.93788	2020-08-15 10:39:01	158.57762	3.07232
6.87077	600	10.17031	3532876313580	21.54767	10.55714	800	69.12949	0.00000	45.68748	9.62844	3.78135	2428	11.34473	opera	67008	49.80924	7.99905	8.05772	58.27748	1.44508	8.13279	2019-07-24 02:16:19	140.56777	3.14713
5.68582	768	12.62093	4094469505752	71.87706	6.10548	1920	55.96700	0.00000	32.71657	8.79149	7.25301	2484	8.39126	edge	822370	61.21368	7.00498	4.43966	49.25086	0.09878	6.64303	2019-09-12 05:43:34	275.26330	6.85364
8.70591	1024	8.11452	8276390728998	43.52918	10.76022	1920	71.99643	1.00000	37.60998	8.20217	5.24990	2059	10.66182	edge	405222	48.88348	5.57550	8.17890	39.27212	0.75428	8.38788	2023-09-11 08:18:43	104.92468	3.08717
5.50503	600	6.46028	5954321936027	14.24248	10.11090	1920	55.88717	1.00000	56.80304	6.06823	6.38977	2119	10.21555	chrome	469452	55.28578	6.38233	10.24936	48.78058	0.49077	7.22907	2019-07-26 12:01:22	103.91366	1.95738
10.07953	lower	9.03022	9666703882162	52.25802	13.12774	1920	38.83680	1.00000	46.64005	7.89848	3.64851	1298	10.00868	mobile	331102	47.93054	7.31341	11.79255	28.35591	0.37756	6.84734	2020-06-30 16:23:20	202.73491	3.96372
4.11467	768	9.57881	2907302093311	74.26379	3.05472	1366	53.23915	0.00000	71.39995	9.74895	10.49760	1652	8.51775	mobile	1035296	46.43964	8.03739	7.78470	40.43943	0.08930	6.87138	2020-04-20 19:46:57	208.07405	5.13012
7.49175	800	9.60645	3623479057374	58.68013	8.66541	1366	40.75185	1.00000	68.21700	3.41426	9.96073	1216	9.18380	chrome	946496	36.62401	6.69655	7.58236	70.44285	0.18320	8.24301	2021-09-24 05:51:20	209.69209	3.29334
4.73993	lower	7.99026	1706702669772	17.86292	8.76992	1024	37.56837	0.00000	34.85745	7.62313	6.07428	183	8.79580	safari	872625	45.91763	6.05777	11.01676	49.91133	0.12789	8.74061	2021-06-13 03:17:02	229.19060	0.98881
6.20404	lower	8.59834	3359853022132	38.17024	11.65639	800	34.62991	0.00000	67.09712	7.43411	2.81574	1117	9.42532	other	1043364	57.26699	6.97568	7.61739	53.34715	0.23433	8.26931	2022-06-30 01:35:04	317.07275	9.53016
6.09184	768	10.67449	7401489932807	45.51287	6.77280	1280	49.50782	0.00000	59.11763	10.97283	6.11608	2444	9.37014	chrome	1344967	47.44618	5.18058	7.22899	52.87649	0.22780	9.30448	2021-05-12 16:25:50	137.02370	5.19189
9.77521	600	8.19144	5888165454693	58.18123	9.53159	1024	81.31278	1.00000	58.03028	5.44250	9.00201	455	9.29804	firefox	1326318	52.56338	8.08429	9.45490	50.02424	0.20351	7.69834	2018-10-31 20:29:35	123.62610	4.18169
10.57552	768	9.49540	7255452918240	41.13737	9.74428	1024	48.53646	1.00000	57.01333	6.10766	8.96611	138	9.57314	edge	683001	57.41895	6.48179	10.62016	44.71782	0.25934	7.75739	2021-10-21 20:37:34	97.94209	1.40542
9.93869	768	8.56314	7142909656223	43.90253	11.52396	1920	50.03993	1.00000	48.90747	7.92993	4.80108	2122	9.86513	mobile	706373	52.64824	8.77171	8.50602	42.95138	0.35023	6.90143	2022-08-09 13:50:38	276.71507	2.93850
5.92186	1080	9.29349	6175240328352	54.37585	5.97057	1920	54.14788	0.00000	51.48108	7.86078	8.76457	88	8.41672	mobile	113839	48.43735	9.21138	6.42120	49.51333	0.09238	8.30341	2020-05-16 13:47:57	228.52045	4.91272
5.43441	1024	11.58346	6904552280986	62.54539	5.10939	1920	18.03014	1.00000	43.39470	6.86137	11.05323	1911	8.50987	edge	390803	71.47079	7.19644	9.87483	44.02457	0.11261	8.29837	2022-07-16 00:02:48	237.99250	4.39338
5.69157	768	7.18339	6020562949504	62.22854	5.25015	1920	64.70739	0.00000	45.82042	8.87399	9.80510	168	10.25224	edge	667477	47.81667	8.28350	7.02695	49.90174	0.49913	6.88972	2023-06-27 07:37:47	117.70809	2.82645
4.40098	600	8.90059	2044534232894	25.11174	4.03734	1366	43.97817	0.00000	73.77969	9.70774	9.58232	2107	9.81559	chrome	161589	49.21215	8.14124	5.79772	31.20073	0.33229	6.63101	2018-11-07 21:36:25	114.26143	7.93758
11.68436	600	9.04853	5967845018827	64.35112	10.55193	lower	25.86444	1.00000	56.25639	6.15231	8.37114	1171	10.08935	chrome	120461	26.16612	7.30075	9.14286	57.70703	0.43834	7.72292	2018-10-30 23:15:59	137.31749	3.13674
7.25436	lower	10.42615	2308341683981	48.13576	6.44271	1366	40.07547	0.00000	48.97807	11.33566	7.49437	1709	8.98162	chrome	91383	48.67974	7.70241	11.03206	61.10418	0.15896	9.54290	2021-02-13 17:10:55	284.88077	4.10904
12.14689	800	7.88594	3494687312513	60.83638	9.36140	800	41.36502	1.00000	36.10730	6.74882	8.53194	1495	8.07046	edge	353017	49.80741	8.02722	7.82180	43.47421	0.07718	7.54782	2019-03-26 21:04:48	152.72751	5.58092
9.58329	higher	9.08607	9749826978490	41.04020	13.32655	800	49.78772	1.00000	50.42760	6.03477	4.03315	2008	10.22539	safari	1479801	61.59889	8.33012	9.14645	34.60431	0.48486	7.44040	2022-06-21 23:17:42	131.91983	5.62576
5.36710	800	7.22124	6468680582560	54.00263	8.28273	lower	34.39826	0.00000	57.07220	7.20235	7.68328	2181	9.25840	mobile	1125332	49.24875	7.46878	11.78629	35.24461	0.20376	7.18680	2020-01-23 05:02:47	136.18113	8.07167
8.88680	600	7.87931	4830234438746	53.30590	10.34399	1024	59.00081	1.00000	58.43096	8.54376	5.51726	2203	10.05175	edge	1257797	47.11785	5.04238	8.92519	54.23589	0.42029	7.53980	2020-11-14 06:58:26	110.52607	5.01707
6.92436	800	7.69952	6504181128026	45.88630	4.93219	1024	27.57691	0.00000	44.07945	9.67113	10.21901	2247	10.04945	chrome	986863	44.09912	8.63061	7.52000	35.62673	0.40852	10.03829	2021-02-20 09:13:00	79.33733	2.79855
8.44369	1080	10.33708	5216439101118	41.32233	12.70568	lower	51.48053	1.00000	51.29963	1.88806	6.73027	2269	8.84273	chrome	1212508	53.27227	8.18074	9.52392	63.00627	0.13481	9.72240	2021-10-12 21:09:23	247.53821	2.21838
2.71853	768	10.33444	9137962169795	80.29193	5.79576	1280	42.21705	0.00000	32.28245	8.04100	7.83407	2419	9.51749	edge	588042	56.42939	9.47395	6.81294	32.85928	0.24912	9.63880	2018-10-21 16:24:17	4.55935	1.08371
8.86325	768	10.04032	9639148808189	49.09403	9.61446	800	47.80587	1.00000	70.34479	5.29336	9.44306	726	10.85573	safari	426042	59.65367	8.75687	10.67898	31.25335	0.90401	9.79369	2020-12-25 18:45:25	252.45983	0.52850
7.39429	lower	6.45707	4341444680622	57.11980	5.16071	1920	50.52860	0.00000	65.18650	9.94220	9.83487	1052	10.86137	chrome	520460	53.28327	6.57730	5.15308	44.17577	0.89370	8.45211	2022-10-22 15:14:27	107.33512	1.06431
11.75176	800	11.02692	5093395792099	71.89842	9.95506	1920	28.52293	1.00000	46.19856	7.27084	6.63822	2201	6.61064	chrome	409851	50.23187	7.33439	8.50082	32.51629	0.02311	8.59790	2019-11-04 04:57:32	80.79739	6.76147
13.18183	lower	10.84489	7761936495461	62.14488	9.97506	higher	61.99842	1.00000	23.73876	7.61652	7.62494	428	6.67776	mobile	1401175	59.37216	6.00688	10.98110	40.51163	0.04081	8.76447	2023-05-14 05:14:59	149.44961	4.70505
5.89330	600	9.71915	0039831910271	32.73600	6.58799	1920	26.89746	0.00000	41.23478	7.96144	8.02103	609	9.10529	edge	403396	43.32830	7.79720	5.66046	34.25291	0.16700	7.32339	2019-11-05 22:45:59	189.82825	4.71675
3.49982	1080	9.56075	2367722834855	53.03784	2.50064	1920	29.10515	0.00000	33.12001	10.62066	10.24528	1632	9.40585	chrome	1464669	66.54769	5.95834	5.96745	46.17703	0.22165	9.26921	2021-08-18 20:50:15	218.19924	2.26586
7.09231	768	8.39190	0679619125062	54.68981	6.13038	1024	24.69730	1.00000	40.74148	6.19528	10.85276	1014	8.14647	chrome	1451984	49.13217	7.93381	9.16532	25.44076	0.07227	7.31199	2020-08-06 10:40:12	-28.17160	0.90281
6.24953	800	11.52916	8684925673178	49.86536	7.57626	1280	57.03618	0.00000	58.60674	11.04516	5.46674	1868	9.86743	edge	1248913	49.01542	7.39688	7.90280	57.41181	0.32645	6.59037	2023-03-23 14:56:36	206.58597	6.92341
7.31607	1024	9.78819	5044206933699	56.88186	3.97409	800	58.85359	1.00000	37.89329	7.55875	11.31377	2159	5.92076	safari	1018520	66.30053	7.92696	7.55999	53.68821	0.02361	6.32610	2019-04-06 16:01:50	86.44203	11.00097
5.94901	1024	6.82216	1432879434553	58.87405	4.59474	1280	75.18689	0.00000	75.78279	9.61047	9.99491	310	10.42762	edge	205516	48.49814	7.74803	5.63050	59.14045	0.59071	7.74860	2022-11-21 16:21:43	228.78928	1.26447
10.80227	1080	9.41865	3038371018543	37.72473	9.14181	1280	49.73995	1.00000	43.74129	6.76602	8.57170	460	8.28611	chrome	801491	62.23064	7.48796	9.57527	30.72068	0.06926	6.97022	2019-03-06 16:15:45	98.90346	0.72274
8.23279	lower	9.32299	9801336434450	45.07219	8.68344	1024	35.55365	1.00000	41.15939	5.44268	9.36348	379	9.71895	chrome	411520	63.93151	6.60578	8.99307	33.41284	0.29257	8.79315	2020-02-26 21:49:34	156.65431	1.43795
7.72923	600	9.43834	5405052112896	23.61731	9.34048	1280	48.11240	1.00000	34.17048	4.57508	10.16009	772	11.71519	edge	467686	44.01345	10.09398	10.71783	50.22511	2.09956	8.23163	2022-01-14 07:37:45	108.57914	1.28419
7.73603	768	8.77794	1609665762019	51.96433	10.29342	1280	42.13551	1.00000	45.22314	6.01955	6.97968	55	9.81752	chrome	864943	48.00879	6.25611	10.04444	66.61613	0.32114	7.19411	2021-04-10 21:35:32	112.71396	1.56228
5.41299	1080	10.83874	7693663837576	43.21118	6.70551	1280	58.33255	1.00000	45.42165	5.29066	10.47777	1995	10.02938	chrome	236934	38.39937	5.21963	8.08867	44.95875	0.39507	8.36481	2021-01-26 13:32:24	17.38205	4.98736
6.72190	1080	9.00571	2855380008027	68.33425	7.21255	1366	48.25461	1.00000	38.14219	5.48300	10.93506	2135	10.75385	chrome	1016495	56.04266	9.40276	9.14883	48.86513	0.81987	7.03539	2022-11-25 07:34:57	212.31683	8.54475
7.97386	1024	10.31057	0239954666837	49.98219	10.18918	1920	62.78259	0.00000	48.13503	9.88810	4.16257	1395	10.52960	chrome	573728	43.25678		7.75312	45.65228	0.65323	7.16706	2020-09-28 10:23:29	173.29411	11.57317
5.10360	768	8.52393	0665174036615	32.56502	5.40595	1366	57.98897	0.00000	59.85970	8.07358	9.15534	2023	8.79149	edge	464930	58.76796	7.23975	6.63918	34.53367	0.12826	7.70413	2022-09-14 19:35:04	197.78574	0.62110
8.08720	1080	8.02613	9521651639483	57.25149	9.56696	1920	76.21094	1.00000	43.38418	7.94080	6.45296	2317	9.74477	other	735844	59.90538	7.80446	9.13586	47.66260	0.28962	6.80518	2023-06-06 01:21:51	240.82298	4.25621
7.66832	600	8.49805	3260773220754	66.38849	4.85694	lower	44.67140	0.00000	69.24726	9.56442	9.84144	2222	9.24503	mobile	320998	64.18217	5.56161	5.05945	35.20079	0.20165	7.07004	2019-10-17 16:36:52	85.18873	5.87326
4.10586	1024	8.10686	5147051302334	27.49175	7.81501	1024	36.84294	1.00000	55.50777	8.07816	6.99356	1018	9.82987	edge	1315889	73.27720	7.37785	10.65722	48.07188	0.34148	8.12393	2022-09-20 00:33:35	64.80489	2.87893
4.98250	768	10.77435	9573232963289	56.15407	4.30847	1024	57.58728	0.00000	53.11596	9.63701	9.01160	1462	8.69850	chrome	157054	55.99170	8.00632	5.69396	53.98244	0.12116	7.68034	2021-04-12 05:51:26	165.53626	0.61584
6.05153	1080	10.33748	3756943763485	45.52067	4.57924	1024	15.47335	0.00000	62.75236	9.71641	9.30882	2167	9.32993	chrome	1442557	42.57667	5.87920	5.20800	43.70830	0.19985	6.11742	2019-04-28 03:50:46	177.18760	8.32033
9.90112	768	10.49242	1654418326307	66.61150	8.68586	1024	44.83009	1.00000	62.83313	6.65256	9.22823	444	9.81609	edge	1285435	75.53794	7.81380	8.72997	38.38559	0.33082	6.71798	2018-12-04 14:41:08	192.89534	5.58044
6.17045	800	12.54147	4826705459839	43.49152	4.32093	1366	50.35927	0.00000	21.83278	9.96537	8.61836	316	7.81279	edge	1252165	54.04659	7.15968	4.44354	48.41518	0.04686	7.69400	2019-06-01 07:07:47	116.80122	2.14632
5.13474	768	11.91574	6495689333183	51.71081	5.77237	1280	54.86196	0.00000	36.24514	8.97620	7.39019	2306	8.70484	chrome	292493	54.06998	9.20391	4.26895	37.57212	0.11740	7.49770	2023-08-17 03:43:19	201.99302	1.19544
9.99003	768	10.62224	6394250409589	53.11574	11.94791	1280	61.37350	1.00000	33.83526	5.39767	5.71700	522	8.66144	opera	117196	52.32564	8.31129	9.24173	31.69375	0.11631	6.56745	2020-09-24 22:13:39	114.89653	2.71146
7.69630	800	6.18474	5506489285129	60.85792	7.66608	lower	62.62357	1.00000	59.11029	4.92279	10.32394	410	8.88488	opera	963691	36.98383	8.85884	8.18142	59.92425	0.13784	7.57356	2022-05-02 12:22:40	139.52004	2.93091
8.65401	600	7.96887	4066774364393	60.52645	6.07569	1280	67.32372	1.00000	44.24790	7.59949	10.07663	1157	8.03939	other	526536	61.83855	8.46669	6.68300	50.64414	0.07560	5.49580	2020-01-16 07:26:21	169.43345	0.97293
8.82038	768	9.40305	7772591923831	73.99325	2.02088	1280	50.32582	0.00000	39.01355	13.07818	11.46157	1913	9.95766	chrome	1050238	56.15699	8.24177	4.15033	61.83494	0.38515	6.36575	2021-08-20 14:05:00	126.92713	8.03052
6.08155	1024	9.48660	8962940101303	58.71011	4.94558	higher	45.52557	1.00000	24.50876	6.60853	11.61364	1182	8.44825	other	682503	51.63136	8.10080	9.03976	45.58311	0.10542	9.54336	2021-09-03 11:38:09	193.80882	4.85113
3.47203	1080	8.91907	5801430172870	71.92543	7.25003	1280	31.59637	0.00000	29.89432	9.15665	6.57271	368	10.53218	other	611031	51.97022	8.94407	9.22708	47.83931	0.66420	7.91692	2023-02-22 10:35:32	144.07279	4.31065
7.93055	lower	8.44655	9998884310340	49.29134	4.66384	higher	42.09202	0.00000	48.18405	9.73219	10.13434	1696	9.03724	edge	1378808	42.62906	7.64539	5.67828	45.02675	0.15885	7.83552	2022-07-21 15:44:53	95.80731	2.37531
8.18092	1024	11.30257	6800406435864	66.68653	9.57941	lower	38.78661	0.00000	27.08986	10.17315	4.72093	1319	10.37708	firefox	551517	44.35195	9.08622	7.75975	36.10945	0.55493	9.49221	2019-08-28 12:24:37	131.65772	6.02828
10.97190	600	8.38542	1631206961162	74.68558	9.13701	800	59.18978	1.00000	52.88732	6.45426	8.63587	325	8.29192	edge	114563	22.56365	5.64989	8.25967	43.67398	0.07383	7.06528	2020-11-25 11:04:48	163.33638	1.20680
6.03543	768	8.03146	4720473541355	39.22592	4.65709	800	40.88349	0.00000	52.94069	9.52178	10.00832	1112	9.51471	edge	1158747	51.91685	7.26654	7.54070	41.41210	0.26231	8.23949	2021-03-12 10:32:37	223.79312	2.64590
11.27669	1080	11.71057	1851715594761	40.58408	8.56891	800	49.58588	1.00000	57.34960	7.80497	8.47713	798	8.02594	chrome	1331603	36.36814	7.17402	9.13349	34.89613	0.06205	7.26132	2020-12-09 23:59:32	85.30585	8.60828
7.33931	768	12.50568	1802046445406	55.99499	9.37035	800	42.50150	0.00000	48.74182	11.65977	3.45600	150	11.66992	edge	1165274	53.03523	6.55455	5.21813	30.22978	2.00562	7.67535	2022-05-09 15:19:59	140.62105	7.55884
6.65431	1080	11.27303	6574643549317	53.00259	2.95868	800	78.67941	0.00000	46.85287	12.15312	9.81430	952	9.60376	chrome	827914	74.63406	8.41326	4.64139	35.86726	0.28950	6.50775	2021-07-28 15:50:05	210.17237	0.63208
7.44482	lower	7.60539	0921781234142	33.17004	9.61938	1920	33.88118	0.00000	40.15853	8.07431	6.01745	1399	9.15366	chrome	597450	61.27256	7.43533	10.40399	44.29877	0.19022	5.92390	2019-06-17 21:16:22	105.48470	5.08679
9.02693	1024	8.33104	3590817369041	47.30098	8.92085	1920	57.13241	1.00000	43.37450	5.27256	9.80047	121	9.64556	firefox	1111413	50.87631	8.89790	10.03449	53.84437	0.29424	6.58846	2019-05-28 13:58:48	113.44447	5.10324
14.17371	1024	14.37638	7955083340211	51.85205	16.55824	1366	32.69444	1.00000	22.83479	3.60424	3.24736	735	9.31601	chrome	159915	31.65492	6.78633	8.40798	61.54366	0.20565	9.20714	2022-05-07 00:54:14	171.37863	2.11549
5.73367	1080	11.26956	0616055843075	57.86371	5.31331	800	40.53628	1.00000	55.34420	6.42454	11.37066	421	9.75506	chrome	952849	47.98350	7.88847	7.88222	96.76191	0.31997	8.31884	2021-07-28 15:02:29	123.80321	4.94372
6.38455	1024	10.05414	6743950869467	39.31580	4.32321	1280	52.04769	0.00000	25.32148	10.62659	8.96252	526	9.78797	edge	761698	44.31691	7.31638	3.51250	36.52979	0.33674	9.41919	2022-05-10 21:38:54	168.59799	0.36022
6.63702	higher	9.97763	3567660171848	50.68597	8.61247	1920	57.93072	0.00000	57.92792	9.63916	5.13485	1830	8.86756	edge	656527	54.01928	7.97099	8.50805	45.73928	0.15080	7.79874	2021-07-16 22:01:27	159.11792	2.33915
5.46975	768	6.56562	0552223850790	32.09146	7.49525	higher	61.51982	0.00000	40.98257	8.32065	7.52716	648	8.48089	edge	772819	49.52824	6.70526	11.49469	36.08869	0.10096	6.74405	2023-07-24 18:56:54	87.24523	5.88296
6.06458	600	8.84260	1247516705299	77.09185	3.60243	lower	72.56837	0.00000	34.33578	10.47227	10.45449	87	10.00924	firefox	264912	46.72361	9.48383	5.79561	33.68733	0.38425	9.42188	2020-03-20 03:45:23	118.75085	2.56476
9.81361	1024	9.42989	9410828836926	79.13499	8.21652	1280	62.69403	1.00000	47.68890	6.56627	9.63380	1012	9.00011	chrome	553072	50.26068	7.75692	9.24982	44.68959	0.15094	7.43870	2019-03-13 20:28:56	151.84422	4.11018
11.76399	800	9.06487	4964234088950	57.93863	12.92787	1366	66.35779	1.00000	38.90944	4.70994	7.67281	2045	11.49740	edge	277549	60.75976	7.49470	11.80714	43.41505	1.70086	7.48705	2022-08-30 15:56:19	275.15847	2.31099
11.18612	768	10.86350	8939511735021	41.20089	11.67759	800	52.41482	1.00000	50.38117	5.88064	5.99774	2079	8.35364	firefox	122681	60.09427	7.08899	8.59374	69.29928	0.09786	7.21125	2021-09-10 08:31:17	137.62207	3.29809
7.74176	1080	6.94615	5561000016576	27.72373	9.63643	1920	51.89123	1.00000	65.74072	4.28006	9.83399	1750	12.83801	firefox	482478	54.14592	7.37620	7.32308	35.98910	6.41980	6.28341	2019-03-06 06:59:13	149.40652	5.30064
6.77619	1080	11.06589	7717886271181	65.62148	8.20571	1920	54.80491	0.00000	41.90900	10.20626	4.87875	2178	8.98020	edge	670853	53.21115	7.93074	6.52783	40.85968	0.14547	7.20088	2019-09-08 22:09:16	193.77986	0.15713
12.46398	768	12.02770	1189045677466	43.12048	14.49843	800	34.13343	1.00000	58.68115	4.04003	4.78952	119	8.17399	firefox	668735	56.58011	7.13392	10.79219	44.45367	0.08600	6.87973	2023-06-04 08:56:04	126.03790	1.51557
11.61814	800	8.10555	9380773403897	37.53809	10.11926	1024	45.62764	1.00000	55.47361	6.19863	8.38210	304	8.64719	edge	128349	58.28285	7.80532	9.70946	40.31901	0.11988	6.24523	2021-01-08 08:39:26	135.59138	3.74602
7.99825	768	11.20034	1891455273380	36.81741	9.28248	1920	63.23788	0.00000	66.30176	10.59739	5.80267	1377	11.46082	edge	1304371	51.30552	9.67991	10.69143	57.74738	1.63332	8.26592	2019-07-13 09:22:46	117.14840	3.90168
5.14874	768	8.81339	3153147804349	51.92840	6.81796	1920	63.94995	0.00000	50.99919	9.67208	8.06085	2256	10.25829	mobile	810269	59.28466	9.21063	12.11920	64.30061	0.49260	6.56076	2023-07-17 14:45:36	104.57627	1.10600
9.41900	1080	11.14757	7432179930773	45.00153	6.14543	1920	47.96127	1.00000	55.09190	7.91085	9.36078	839	6.77631	mobile	419795	59.10391	8.60263	6.11212	22.79065	0.02074	8.66648	2023-08-28 06:03:23	92.96743	2.99228
5.54345	768	9.10108	6047372089299	34.11769	8.06581	higher	51.98814	0.00000	69.05505	8.14790		927	9.61511	edge	52323	29.63500	8.34330	9.59350	60.32362	0.27457	7.17865	2022-03-06 04:00:07	91.65950	0.52933
7.49025	800	7.34385	2267098209304	34.79282	10.68998	higher	25.66256	1.00000	23.78647	7.55866	5.30611	1822	10.26924	chrome	26719	45.94423	6.83215	9.22485	43.41590	0.51712	6.35249	2022-09-02 09:17:42	67.43530	4.63643
