location	code	store_name	product_ean
Europe/Madrid	ES	Villaquilambre	4464703547273
Europe/Stockholm	SE	Boo	7592608738650
Asia/Kuala_Lumpur	MY	Ulu Tiram	2438953814074
America/Chicago	US	Huntley	3015413690073
Asia/Yerevan	AM	Hrazdan	0037049613427
Africa/Dar_es_Salaam	TZ	Usagara	4300468297049
Europe/London	GB	Inverness	3174280394818
America/Sao_Paulo	BR	Palmeira	1452296255432
America/Maceio	BR	Lagarto	0758365097677
America/Lima	PE	Minas de Marcona	7139865250206
America/Mexico_City	MX	Santa Rosa Jauregui	2770725998262
Asia/Samarkand	UZ	Jizzax	6701240114093
Asia/Kolkata	IN	Manjeri	4744567754377
Asia/Jakarta	ID	Kediri	5208620748639
Europe/Madrid	ES	Puertollano	6335247205869
Europe/Lisbon	PT	Custoias	3971126279014
America/Bogota	CO	Madrid	6724079328974
Asia/Urumqi	CN	Hoxtolgay	7298982207729
Asia/Bangkok	TH	Thap Than	0209131231141
Asia/Karachi	PK	Fazilpur	3493512730010
America/Bogota	CO	Madrid	3763779079925
Europe/Rome	IT	Chiavari	7518855967681
America/Toronto	CA	Beaconsfield	6072750974126
America/Matamoros	MX	Heroica Matamoros	2884923439066
Asia/Dhaka	BD	Manikchari	7753831632645
Europe/Oslo	NO	Harstad	8018798479184
Africa/Kigali	RW	Rwamagana	5680959578192
Europe/Zurich	CH	Onex	8593695969421
Asia/Tokyo	JP	Nonoichi	2394356034733
Europe/Brussels	BE	Temse	8899191092022
Asia/Yekaterinburg	RU	Lesnoy	8892734315671
Indian/Antananarivo	MG	Ikalamavony	5735948796061
America/Chicago	US	Estelle	9262802122859
Asia/Kolkata	IN	Barpeta	0625241563635
America/Toronto	CA	Markham	5243576611859
Asia/Kolkata	IN	Srinagar	0279282833815
Asia/Tokyo	JP	Komono	5659807774673
America/Mexico_City	MX	Oaxaca	2105261552348
Europe/London	GB	East Dereham	8723745973010
Asia/Kolkata	IN	Kangayam	1028522114967
America/Los_Angeles	US	Visitacion Valley	1098991116380
America/Los_Angeles	US	South Whittier	2795832365547
Asia/Manila	PH	Masbate	8049494220428
Europe/Madrid	ES	el Camp de l'Arpa del Clot	6193009851385
Europe/Brussels	BE	Temse	8405412862482
America/Los_Angeles	US	Redding	7102783502160
America/New_York	US	Kensington	1256446560458
Europe/Dublin	IE	Athlone	1243511098985
Europe/Berlin	DE	Stuttgart	3747433949205
America/Chicago	US	Shreveport	0042321591157
Europe/Bucharest	RO	Sector 6	9932371916356
America/Toronto	CA	Sainte-Catherine	7765841517621
America/Chicago	US	Brentwood Estates	0981198078708
Europe/Zaporozhye	UA	Polohy	2831296675157
Asia/Vladivostok	RU	Nikolayevsk-on-Amure	4456572020094
Europe/London	GB	Aberdeen	7323623817149
America/Mexico_City	MX	Salvatierra	7855092479127
Africa/Lubumbashi	CD	Beni	8437656184471
America/New_York	US	Covington	8470196671841
America/New_York	US	North Lauderdale	0225575117421
Asia/Jakarta	ID	Ngemplak	0292073815531
Asia/Kolkata	IN	Supaul	7023001374263
Africa/Algiers	DZ	Ksar Chellala	2046795533284
Europe/Madrid	ES	el Camp de l'Arpa del Clot	4400695574217
Asia/Karachi	PK	Larkana	4701493926230
Asia/Yekaterinburg	RU	Oktyabr’skiy	4734717701955
Europe/London	GB	High Wycombe	9913762448342
Asia/Kolkata	IN	Manjeri	9285363067858
America/Bogota	CO	Socorro	7577729848693
America/Santarem	BR	Altamira	8040773268490
Asia/Tokyo	JP	Yamada	6165016316997
Africa/Addis_Ababa	ET	Arba Minch	2706031990010
America/Manaus	BR	Itacoatiara	2595774333044
Asia/Kolkata	IN	Supaul	7447313750964
America/El_Salvador	SV	Sonzacate	8403119453644
Europe/Berlin	DE	Hechingen	7163744506429
Europe/Skopje	MK	Bogovinje	2494618888026
Europe/Amsterdam	NL	Barneveld	2978094158830
Asia/Shanghai	CN	Pingyi	8026366103669
Europe/London	GB	Belper	3224112757684
Asia/Seoul	KR	Eisen	4043190653232
Asia/Kolkata	IN	Gorakhpur	2311237647073
Asia/Shanghai	CN	Huangshi	3942337675063
Europe/Paris	FR	Les Olives	4013880114428
Indian/Antananarivo	MG	Sakaraha	5165620143997
America/Fortaleza	BR	Pedro II	5994629437673
Asia/Tbilisi	GE	Kobuleti	1168186130108
America/Chicago	US	Bourbonnais	7693003244101
America/New_York	US	Greenpoint	3124552782713
Europe/Minsk	BY	Dobrush	6660140821640
Asia/Irkutsk	RU	Ulan-Ude	3787921833234
Asia/Manila	PH	Dipolog	1460790325674
America/New_York	US	Brighton Beach	4242422789811
Europe/Rome	IT	Agrigento	7556046005408
Asia/Jakarta	ID	Kudus	8947686173494
Europe/Moscow	RU	Likhobory	3892182520936
Asia/Bangkok	TH	Kantharalak	7331275337236
America/Sao_Paulo	BR	Loanda	8209386673880
Africa/Lagos	NG	Biu	0368002250152
Africa/Kampala	UG	Kitgum	7791686625986
Europe/London	GB	Devizes	3059272735780
America/Los_Angeles	US	Bryn Mawr-Skyway	9273473674004
America/Sao_Paulo	BR	Imbituba	3863705688204
America/Los_Angeles	US	Beaumont	8843393349477
America/Denver	US	Aurora	8250138971594
Europe/Madrid	ES	Leioa	3908304002256
Europe/Moscow	RU	Novopavlovsk	1308838672963
Europe/Moscow	RU	Severodvinsk	8298884596661
Asia/Kolkata	IN	Gingee	6822698097407
Africa/Algiers	DZ	Bordj Zemoura	4187707066976
America/New_York	US	Newburgh	7402513659431
Australia/Perth	AU	Perth	8301349928010
America/Los_Angeles	US	Redding	0807155165437
Europe/Berlin	DE	Losheim	7137766296668
America/Los_Angeles	US	Keizer	2416733405650
America/Argentina/Buenos_Aires	AR	Pontevedra	0065438971155
Europe/Belgrade	RS	Sremska Mitrovica	2004489927795
America/Sao_Paulo	BR	Artur Nogueira	5981848182361
Europe/Berlin	DE	Bad Segeberg	2832931073475
America/New_York	US	Rutland	2586104861375
Europe/Amsterdam	NL	Oldenzaal	9453394914933
Europe/Kiev	UA	Krasyliv	5435931421337
Asia/Tokyo	JP	Hita	7771996602839
Asia/Ulaanbaatar	MN	Ulan Bator	3809840819240
Europe/Moscow	RU	Bavly	9074289308905
Asia/Almaty	KZ	Otegen Batyra	3774794162530
America/New_York	US	Far Rockaway	3906022256814
Europe/Belgrade	XK	Glogovac	8612873014316
Europe/Rome	IT	Ragusa	0040504883150
Europe/Helsinki	FI	Tornio	0724844528574
Asia/Tehran	IR	Darreh Shahr	3330226204201
America/New_York	US	Greenpoint	5214784821668
Europe/Berlin	DE	Bad Segeberg	3745616418104
Asia/Shanghai	CN	Beidao	8969736189514
Europe/Berlin	DE	Pfullingen	2629394621141
Australia/Perth	AU	Perth	1961298386513
Asia/Jerusalem	IL	Rahat	8645169523315
Europe/London	GB	Belper	7883900973345
America/Chicago	US	Hutto	9168589057936
Asia/Tokyo	JP	Okegawa	1675875957569
Africa/Algiers	DZ	Boumerdas	2489164916545
Asia/Seoul	KR	Goyang-si	8808177557066
America/Chicago	US	South Lawndale	8629973588517
Europe/Podgorica	ME	Budva	6301192606020
Europe/Warsaw	PL	Ustka	5590284420038
America/Sao_Paulo	BR	Esmeraldas	9989389504075
America/New_York	US	Port Richmond	6450701760729
America/Santiago	CL	La Ligua	4177590578908
America/Argentina/Buenos_Aires	AR	Pontevedra	1142867341632
America/Sao_Paulo	BR	Guapimirim	9348509880428
Europe/Paris	FR	Sceaux	0054552018303
America/Mexico_City	MX	Santa Rosa Jauregui	0363696024072
Europe/Berlin	DE	Zeitz	2826537978128
Asia/Kolkata	IN	Srinagar	1810569947765
Asia/Kolkata	IN	Gorakhpur	7736554176108
America/New_York	US	Scarsdale	1775007303223
America/Montevideo	UY	Durazno	3392041965620
Asia/Manila	PH	Sorsogon	9480893019319
Asia/Karachi	PK	Tharu Shah	8179294497499
Asia/Manila	PH	La Trinidad	8320072074405
America/Sao_Paulo	BR	Pato Branco	1906223209543
America/Managua	NI	Jinotepe	6017620016254
America/Puerto_Rico	PR	Yauco	3227334003737
Africa/Cairo	EG	Alexandria	7457942214669
America/New_York	US	Woodlawn	4033408151780
America/Los_Angeles	US	Lompoc	6861410052645
America/New_York	US	Far Rockaway	3071672791999
Asia/Karachi	PK	Khairpur Mir’s	8928916318878
Asia/Yekaterinburg	RU	Saraktash	8532994831985
America/Chicago	US	Greenville	6107978389572
Europe/Lisbon	PT	Custoias	4468223003936
Asia/Kolkata	IN	Bhayandar	8578111230590
Asia/Baghdad	IQ	Karbala	8297563151368
Europe/Berlin	DE	Charlottenburg-Nord	7457233012158
America/New_York	US	Sun City Center	0355858650137
Asia/Manila	PH	Santa Catalina	4808463017223
Europe/Berlin	DE	Neuburg an der Donau	9017278561578
Africa/Tunis	TN	Msaken	8160732521555
Asia/Kolkata	IN	Kenda	1211656686541
Asia/Tokyo	JP	Annaka	2417910290540
America/New_York	US	Cypress Hills	2099995105041
Africa/Kinshasa	CD	Kasangulu	7256849729159
Asia/Almaty	KZ	Otegen Batyra	7683600147325
America/Halifax	CA	Charlottetown	8344443783710
Europe/Samara	RU	Otradnyy	3158265540353
Asia/Yekaterinburg	RU	Beryozovsky	3282097134531
Asia/Shanghai	CN	Shaowu	6621679602520
America/Los_Angeles	US	Aloha	1863115757288
Europe/Istanbul	TR	Mardin	3922522745030
Europe/Brussels	BE	Houthalen	7471939487546
Asia/Jakarta	ID	Tebingtinggi	0524118087611
Asia/Kolkata	IN	Kalavoor	0148770340442
America/Chicago	US	Muskogee	4225282705061
America/Toronto	CA	Beaconsfield	8099994188094
Europe/Amsterdam	NL	Zeist	1499460695953
Asia/Jakarta	ID	Sukabumi	0263736054581
Europe/Berlin	DE	Bad Segeberg	2999339057565
America/Matamoros	MX	Heroica Matamoros	1601466944946
Europe/Istanbul	TR	Gaziantep	5262053869255
Africa/Lagos	NG	Nkpor	1848903476947
Europe/Berlin	DE	Stuttgart	7832796830539
Europe/Stockholm	SE	Hudiksvall	5023672558322
America/New_York	US	Belle Glade	7150565848302
Asia/Tehran	IR	Darreh Shahr	6747791262296
America/Chicago	US	Columbia Heights	0363827721337
Asia/Novokuznetsk	RU	Yashkino	2135866065288
Europe/Brussels	BE	Gembloux	0500610975649
Africa/Dar_es_Salaam	TZ	Chanika	8148880240283
Asia/Shanghai	CN	Guli	0805807865445
Asia/Shanghai	CN	Longgang	0199584184494
America/Sao_Paulo	BR	Caldas Novas	2077079358552
Asia/Shanghai	CN	Hengshui	7234183981860
Asia/Almaty	KZ	Zaysan	7622797302056
Europe/Paris	FR	Lons-le-Saunier	3055623107466
America/Sao_Paulo	BR	Iturama	1387212966652
Atlantic/Azores	PT	Ponta Delgada	2539696915506
Europe/Amsterdam	NL	Barneveld	3138711671381
Atlantic/Canary	ES	Maspalomas	1940095304043
America/Toronto	CA	Beaconsfield	8510851907844
Europe/London	GB	Surbiton	1163364990284
Europe/Moscow	RU	Volokolamsk	9236057821867
America/Mexico_City	MX	Oaxaca	4178690242768
America/Chicago	US	Coralville	6517369576793
America/Los_Angeles	US	Mira Mesa	3567144441771
Asia/Manila	PH	Recodo	2032300365198
Europe/Istanbul	TR	Serinhisar	6084310009865
Asia/Seoul	KR	Nonsan	9859871299829
Asia/Tokyo	JP	Nayoro	3687120001765
Australia/Melbourne	AU	Frankston South	0611334521972
Europe/Berlin	DE	Dahlem	2710005566835
America/Toronto	CA	Pointe-Claire	3204585214112
Asia/Kolkata	IN	Chamba	8198569257880
America/Chicago	US	Fresno	1273988670124
Europe/Moscow	RU	Volokolamsk	9752669470915
Europe/London	GB	Exeter	3219871685989
Asia/Tashkent	UZ	Parkent	0908589030152
Europe/Paris	FR	Elbeuf	1983866889851
Asia/Manila	PH	Pilar	4596278407574
Europe/Istanbul	TR	Edremit	8463542156345
Asia/Jakarta	ID	Kudus	8084340179871
America/Mexico_City	MX	Acayucan	7517336765204
America/Los_Angeles	US	Mira Mesa	6610953599496
America/Mexico_City	MX	Paracho de Verduzco	4427536583375
Africa/Lagos	NG	Argungu	8786569466762
Asia/Kolkata	IN	Periyakulam	1554705321827
America/Managua	NI	Somoto	7976822477524
Atlantic/Azores	PT	Ponta Delgada	0804812637122
Asia/Shanghai	CN	Licheng	9529159002778
Australia/Sydney	AU	Strathfield	6649340799485
Asia/Kolkata	IN	Periyakulam	8028504471371
Europe/Rome	IT	Falconara Marittima	1146984758670
Asia/Tokyo	JP	Namerikawa	8580219022847
Europe/Berlin	DE	Burscheid	2842329263890
America/Los_Angeles	US	Opportunity	8311733255547
America/New_York	US	West Chester	5732878815817
America/Costa_Rica	CR	Liberia	7628980274131
Europe/Berlin	DE	Zeitz	5909705624182
America/New_York	US	Massapequa	0658018744692
Europe/Madrid	ES	Reus	8329160197613
Africa/Bangui	CF	Carnot	3495494866909
Atlantic/Canary	ES	Maspalomas	4501428320399
America/Chicago	US	Schererville	7891415909759
America/Los_Angeles	US	Claremont	7830957251407
Asia/Bangkok	TH	Nakhon Si Thammarat	9822541621152
Asia/Kolkata	IN	Aistala	9619327229400
America/Phoenix	US	Scottsdale	5787406731558
Europe/London	GB	Westbury	4902965942219
Asia/Aqtobe	KZ	Shalqar	4636849256672
Africa/Lagos	NG	Lagos	4401101104011
Asia/Karachi	PK	Khairpur Mir’s	8384003832748
America/Sao_Paulo	BR	Carlos Barbosa	6238956079540
Asia/Kolkata	IN	Rajaori	8655565473367
Asia/Karachi	PK	Larkana	2310674755891
America/New_York	US	Dumont	7499965509957
America/Los_Angeles	US	Aloha	6581441285255
Asia/Yerevan	AM	Hrazdan	4386475081666
America/Sao_Paulo	BR	Viradouro	6580058119090
Europe/Istanbul	TR	Serinhisar	8063378874965
America/Los_Angeles	US	Sunnyside	4584473247781
America/New_York	US	Peabody	6671555087125
Asia/Makassar	ID	Tarakan	1628022274828
Europe/Paris	FR	Bar-le-Duc	4605160761233
Europe/Rome	IT	Gorgonzola	2753051921623
Asia/Kolkata	IN	Srinagar	7434091958163
Europe/London	GB	Great Wyrley	6849618833839
America/New_York	US	Newburgh	5126005571903
Asia/Kolkata	IN	Lal Bahadur Nagar	2574935652958
Africa/Libreville	GA	Franceville	1753568791505
Europe/Vienna	AT	Sankt Peter	4358145865166
Europe/London	GB	Aberdeen	0083153544799
Europe/Moscow	RU	Solntsevo	5616878323100
America/Los_Angeles	US	Claremont	2393258159650
Asia/Kolkata	IN	Sambalpur	8412294809542
Asia/Jakarta	ID	Kediri	4479220823052
Asia/Tokyo	JP	Iwade	7299090304881
Europe/Istanbul	TR	Mudanya	0214120626754
Europe/Berlin	DE	Dahlem	3649094227398
Asia/Tashkent	UZ	Andijon	2496985989887
America/Los_Angeles	US	Visitacion Valley	2794010750465
Europe/Skopje	MK	Saraj	4478905233957
Asia/Tokyo	JP	Inawashiro	9212349166359
Asia/Jakarta	ID	Kudus	2642103735632
Europe/Rome	IT	Agrigento	6217217725648
America/New_York	US	Venice	2767904334034
Africa/Tunis	TN	Beni Khiar	4422701317229
Europe/Paris	FR	Vienne	1338913552095
America/Los_Angeles	US	Visitacion Valley	9519203291159
Europe/Rome	IT	Malnate	8418498615637
America/Santiago	CL	San Bernardo	4989113968932
Asia/Jakarta	ID	Jambi City	5287401979554
Europe/Warsaw	PL	Zgorzelec	2743365652412
America/Mexico_City	MX	Zacoalco de Torres	6692569822175
Europe/Paris	FR	Montpellier	0258851217645
America/Sao_Paulo	BR	Esmeraldas	1637274903110
America/Lima	PE	Yunguyo	8409940303929
Asia/Manila	PH	La Trinidad	8523517436916
Europe/Paris	FR	Montpellier	8953396428687
America/New_York	US	Gainesville	6674991505925
Europe/London	GB	Winsford	1474716389701
Asia/Kolkata	IN	Uran	2297292569423
America/Managua	NI	Jinotepe	8835382994447
Europe/Berlin	DE	Kirchlengern	6432578923759
Africa/Kampala	UG	Paidha	0007465168504
Africa/Tripoli	LY	Ajdabiya	7380398379388
America/Port-au-Prince	HT	Thomazeau	9831856865601
Asia/Kolkata	IN	Malaut	4927033328306
Europe/London	GB	Lancing	0824025460911
Asia/Ulaanbaatar	MN	Ulan Bator	1490684350635
Europe/Madrid	ES	Gernika-Lumo	5035738562495
Asia/Tokyo	JP	Shimotoda	5592789011933
Asia/Yekaterinburg	RU	Kachkanar	0256625347635
Asia/Kolkata	IN	Patti	6666266812395
Europe/Madrid	ES	Las Gabias	2491147445706
Europe/Berlin	DE	Stuttgart	7960875205296
America/Sao_Paulo	BR	Iturama	7205583818285
Asia/Tokyo	JP	Yao	8734088916169
Europe/London	GB	Surbiton	6981044240055
Africa/Lagos	NG	Shagamu	2481077341230
Europe/Podgorica	ME	Budva	7384507913739
Asia/Tokyo	JP	Sasayama	2545103268455
Europe/Rome	IT	Villabate	0133205857763
America/New_York	US	Harrisburg	8334765529189
Asia/Shanghai	CN	Yingkou	2782724881759
Asia/Kolkata	IN	Sirsi	2271844929354
Pacific/Efate	VU	Port-Vila	8516362650149
Europe/London	GB	Viewpark	2608457146203
America/Managua	NI	Somoto	4395975368603
Europe/Tallinn	EE	Narva	2123061930098
Asia/Kolkata	IN	Betamcherla	0777524254454
Asia/Taipei	TW	Magong	4340733419844
Europe/Paris	FR	Bron	3390230716985
Africa/Abidjan	CI	Lakota	6547465152584
Australia/Melbourne	AU	Frankston South	9947732542280
Europe/London	GB	Viewpark	2857377323083
Europe/Warsaw	PL	Brzeg	7438233021753
America/Havana	CU	Boyeros	1594025194497
Europe/London	GB	Exeter	4508757514086
America/Lima	PE	Iquitos	4422584235160
America/Port_of_Spain	TT	Port of Spain	3195794120991
Asia/Bangkok	TH	Phanat Nikhom	3043686239903
Europe/Berlin	DE	Aschaffenburg	0814180323596
America/Sao_Paulo	BR	Curitiba	0172968807677
Asia/Kolkata	IN	Dombivli	6224909736165
Africa/Lagos	NG	Kafanchan	1213089992534
America/Puerto_Rico	PR	Yauco	1489856859120
Asia/Kolkata	IN	Uran	4647206351367
Europe/Skopje	MK	Bogovinje	5785629037563
Europe/Oslo	NO	Harstad	4732166594760
Europe/Madrid	ES	Segundo Ensanche	5240758032815
America/Los_Angeles	US	Bothell West	7497313855206
Europe/Minsk	BY	Novogrudok	9150981269505
Asia/Bangkok	TH	Nakhon Pathom	2755956965535
America/New_York	US	Morningside Heights	2863930968950
Africa/Accra	GH	Bibiani	1143898052900
Asia/Samarkand	UZ	Jizzax	4733386282192
America/New_York	US	Middletown	7705400088544
Asia/Kolkata	IN	Calangute	7250803597433
Africa/Dar_es_Salaam	TZ	Chanika	0350279780395
Asia/Tokyo	JP	Hakodate	4113144753308
Europe/Rome	IT	Perugia	2364665758200
Europe/London	GB	East Dereham	1213148661494
Asia/Karachi	PK	Qadirpur Ran	3705222020269
America/New_York	US	Kensington	4083413724257
America/Los_Angeles	US	Mira Mesa	5595040889180
Asia/Jakarta	ID	Kediri	7577476565010
Asia/Shanghai	CN	Haicheng	0588049604828
Asia/Shanghai	CN	Laiwu	2825884223073
Europe/Moscow	RU	Bavly	6284024157030
Asia/Jakarta	ID	Simpang	7893989783032
Europe/Istanbul	TR	Mudanya	0057494832266
America/Chicago	US	Hutto	0062741512402
Europe/London	GB	Poulton-le-Fylde	9677449688215
Europe/Oslo	NO	Harstad	1987612033888
Africa/Lubumbashi	CD	Beni	4896162527181
Africa/Windhoek	NA	Okahandja	7227690819856
Asia/Shanghai	CN	Licheng	8794023482517
Europe/Madrid	ES	Puertollano	4550077012919
Europe/Berlin	DE	Gronau	0154317766637
America/New_York	US	Lexington	7825978829346
Europe/Madrid	ES	San Juan de Aznalfarache	2444147058797
Europe/Paris	FR	Herblay	7964367083164
Europe/Madrid	ES	Jumilla	4955133753186
Europe/London	GB	Lancing	0909824604497
Africa/Dar_es_Salaam	TZ	Usagara	0429906628932
Pacific/Port_Moresby	PG	Mount Hagen	7781626430992
Asia/Kolkata	IN	Uran	2807097837193
Europe/London	GB	Belper	7527451924127
Africa/Algiers	DZ	Bordj Zemoura	2655760738984
Australia/Sydney	AU	Baulkham Hills	8032545919556
Indian/Antananarivo	MG	Ikalamavony	7727774969557
America/New_York	US	Brighton Beach	2579633659483
America/Matamoros	MX	Heroica Matamoros	6832337257468
Europe/London	GB	Westbury	4663550470288
America/New_York	US	Middle River	0372425286452
Europe/Rome	IT	Lanciano	5897863885388
America/Sao_Paulo	BR	Iturama	8347233749316
Europe/Rome	IT	Agrigento	6370710665146
Asia/Shanghai	CN	Hushitai	8838463756286
Europe/Moscow	RU	Yablonovskiy	0642115161926
Europe/Paris	FR	Fontenay-aux-Roses	3639174382383
Asia/Jakarta	ID	Cibinong	7403286112239
Australia/Perth	AU	Perth	6609914127021
Europe/Rome	IT	Villabate	1305862946282
Africa/Algiers	DZ	Ksar Chellala	8825362902852
America/New_York	US	Punta Gorda Isles	7390423148162
Africa/Lubumbashi	CD	Kamina	0350500926523
Asia/Bangkok	TH	Bua Yai	7919216491591
America/Boise	US	Nampa	4204602546072
Asia/Manila	PH	Antipolo	3636940308356
America/Havana	CU	Media Luna	1438529712385
America/Caracas	VE	Tinaquillo	7712600914573
America/Recife	BR	Catende	7439753119074
Asia/Kolkata	IN	Sathyamangalam	8681709667255
America/Los_Angeles	US	Kent	1842955057567
Europe/Kiev	UA	Krasyliv	5791943518275
Europe/London	GB	Rutherglen	0403066480623
Asia/Kolkata	IN	Kashipur	8770241177589
America/Chicago	US	Rolla	3296072513327
Europe/Rome	IT	Somma Vesuviana	2874100795306
Africa/Accra	GH	Bibiani	9417039766721
America/Mexico_City	MX	Santa Rosa Jauregui	1694670569814
Asia/Kolkata	IN	Pujali	6048478760822
Asia/Kolkata	IN	Kenda	5639681145936
Europe/Moscow	RU	Naro-Fominsk	4404670688319
Asia/Kolkata	IN	Diamond Harbour	4117490481885
Asia/Tokyo	JP	Suzaka	0632647845289
Asia/Kolkata	IN	Jais	4278269633673
Asia/Tbilisi	GE	Kobuleti	1838996844549
Europe/Rome	IT	Campobasso	1321656164908
America/Menominee	US	Iron River	6658664469837
America/Tegucigalpa	HN	Olanchito	1427584039001
America/Phoenix	US	Scottsdale	3661309107585
America/Santiago	CL	San Bernardo	5508367512730
America/New_York	US	Bridgeport	4121649612938
Europe/Moscow	RU	Kovylkino	0120647606202
Asia/Kolkata	IN	Kheda	7201334458106
Europe/Kiev	UA	Nova Kakhovka	4604492002649
Asia/Kolkata	IN	Narwar	3844741707586
Asia/Tehran	IR	Shahre Jadide Andisheh	7550548438238
Europe/Rome	IT	Ventimiglia	9411671424087
America/Maceio	BR	Barra dos Coqueiros	9377292901775
Asia/Tokyo	JP	Suzaka	5439255941496
Asia/Kuala_Lumpur	MY	Kulai	5781910902763
America/Los_Angeles	US	Norco	4353427566854
Europe/Moscow	RU	Zhukovka	3432774859145
America/Mexico_City	MX	Contla	5731802184203
Europe/Berlin	DE	Bretten	4999332010138
Europe/London	GB	Arbroath	9252231084354
America/New_York	US	Kensington	5658743149514
Asia/Kolkata	IN	Jashpurnagar	7507089427108
America/Los_Angeles	US	Visitacion Valley	3431458887191
America/Chicago	US	Longview	4824502390843
Europe/Samara	RU	Otradnyy	2337545699641
Europe/Rome	IT	Mesagne	2796528878051
America/Los_Angeles	US	Watsonville	7627189757834
America/Puerto_Rico	PR	Yauco	3162568931558
America/Managua	NI	Jinotepe	3911424655837
Europe/Kiev	UA	Shepetivka	2376093310813
Europe/London	GB	Brierley Hill	2660207560820
Pacific/Auckland	NZ	Gisborne	4033106892381
Asia/Baku	AZ	Qazax	4690026525579
Europe/Madrid	ES	el Camp de l'Arpa del Clot	1069528815540
America/Santiago	CL	La Ligua	3177675025663
Europe/Berlin	DE	Landshut	5637436790646
America/Los_Angeles	US	Santa Maria	7348113260519
America/Chicago	US	Pekin	4614945277432
America/Los_Angeles	US	Bothell	3142059384902
America/Bahia	BR	Tucano	6532297692223
Europe/Sofia	BG	Montana	8672728086127
America/Bahia	BR	Muritiba	0884669084829
Asia/Bangkok	TH	Kantharalak	0872010060226
Europe/Madrid	ES	San Fernando de Henares	0278404331093
Asia/Kolkata	IN	Deoli	2189291293211
Europe/London	GB	High Wycombe	6703458631508
Europe/Moscow	RU	Kolomyagi	4490688154748
America/Bogota	CO	Buenaventura	9035834144508
Europe/Brussels	BE	Temse	0797413462142
America/Los_Angeles	US	Redding	9884753947277
America/Bogota	CO	Puerto Colombia	2375526653787
Asia/Karachi	PK	Kanganpur	0789786000809
Europe/Prague	CZ	Most	7060060205893
Indian/Reunion	RE	Saint-Denis	4638087367592
Asia/Irkutsk	RU	Ulan-Ude	0272665310743
Europe/London	GB	East Dereham	8423284435443
Europe/Berlin	DE	Zeitz	9935345583844
America/New_York	US	Nutley	9035088091214
Asia/Karachi	PK	Khairpur Mir’s	8163212431016
Asia/Shanghai	CN	Xiangtan	0211898068281
Asia/Shanghai	CN	Laiwu	4364791677138
Europe/Berlin	DE	Gronau	7671050438308
Europe/Madrid	ES	el Camp de l'Arpa del Clot	4047146937889
Europe/Amsterdam	NL	Oldenzaal	5560707814164
Europe/Berlin	DE	Nidderau	2144764212885
Europe/Rome	IT	Ariccia	9054425938876
America/New_York	US	Venice	8309411476186
America/New_York	US	Bon Air	2033090889314
Africa/Algiers	DZ	Thenia	7508631244136
America/New_York	US	Leland	8434929067615
America/New_York	US	Scarsdale	9023802610865
Asia/Tokyo	JP	Gero	4469018076852
Europe/London	GB	Bushey	4938654336281
Europe/Istanbul	TR	Bergama	1309861868521
America/New_York	US	Peabody	0366997954482
America/Los_Angeles	US	Troutdale	2116854360011
Asia/Tokyo	JP	Ina	3018063370067
Europe/Rome	IT	Cordenons	1942738228341
Asia/Dili	TL	Maliana	1013090456823
Europe/Istanbul	TR	Edremit	9180203469901
Europe/Berlin	DE	Bretten	3818939809659
Asia/Jakarta	ID	Pekanbaru	5426307509537
Europe/Paris	FR	Lons-le-Saunier	6761779832905
Africa/Lagos	NG	Efon-Alaaye	0649371934424
Africa/Dar_es_Salaam	TZ	Same	9015231455865
Asia/Bangkok	TH	Phanat Nikhom	2124793046736
America/Chicago	US	Huntley	5434183436793
America/Bogota	CO	San Carlos	8713418863793
Europe/Istanbul	TR	Gaziantep	5386297731076
Europe/Madrid	ES	Caravaca	5552880186299
Europe/Berlin	DE	Marburg an der Lahn	1330063322917
America/Argentina/Tucuman	AR	Aguilares	1650026401078
America/Chicago	US	Bourbonnais	4858821766119
Asia/Kolkata	IN	Kangayam	5891857406030
Asia/Urumqi	CN	Hoxtolgay	5546172972462
America/Costa_Rica	CR	San Rafael	5155607824445
Europe/Madrid	ES	Caravaca	4070713568971
Asia/Kolkata	IN	Tiruppuvanam	7512537519557
America/Los_Angeles	US	Opportunity	9642630371436
Asia/Kolkata	IN	Kundla	8017519418341
Europe/Berlin	DE	Ehingen	6049200979772
America/Los_Angeles	US	Porterville	8323317230956
Europe/Moscow	RU	Bogoroditsk	0061115647948
Asia/Manila	PH	Sorsogon	7201496084380
Asia/Baku	AZ	Qazax	1000865978161
Atlantic/Canary	ES	Maspalomas	9237554461761
Asia/Yekaterinburg	RU	Beryozovsky	5882380159777
Europe/Berlin	DE	Siegburg	5533348686476
Africa/Blantyre	MW	Salima	7489930804620
Asia/Vladivostok	RU	Nikolayevsk-on-Amure	7902019057149
Europe/Paris	FR	Cavaillon	0790247982091
Europe/Berlin	DE	Landshut	6902110800447
Africa/Tripoli	LY	Ajdabiya	2794279043995
Asia/Shanghai	CN	Zaozhuang	6440597046366
Asia/Kolkata	IN	Madhipura	3283604860974
Asia/Kolkata	IN	Supaul	6734173691546
Asia/Jakarta	ID	Pameungpeuk	5398355633000
Asia/Kolkata	IN	Sambalpur	4644625756650
Europe/Moscow	RU	Petrozavodsk	3622115606709
Asia/Samarkand	UZ	Jizzax	2212758602339
America/Bahia	BR	Rio Real	8855278258736
Europe/Madrid	ES	Novelda	7022101559884
